transaction_id,user_id,amount,timestamp,transaction_type
8b266b46-9ec7-4010-83e4-004b3bef400f,1d10b266-b7b2-4258-88b3-3957de0461ea,865.48,2023-06-11 06:12:30,In-Store
98ae73d5-6918-4790-9d63-eedf8ad43a0b,bf04c0b9-8a09-49e4-b4a5-0b2915bc5143,416.5,2023.08.30 09:26,Subscription
483b1462-9efe-4e9e-a659-da11640c3201,616735b6-b8db-4517-bb3f-8171ec2a6166,473.42,11/22/2023 01:09 AM,Online
9954f0e8-487a-4bb8-9596-41d2dbfec7b4,a6266c94-16ee-4914-a587-a3d43a81f913,307.0,05/20/2023 04:46 AM,In-Store
ee42937c-7f14-4782-82b9-dfa0f14773e5,ccac9e39-e865-4a9f-acc3-1cf90c862ede,183.0,2023.11.05 23:21,Subscription
a0b4e7d0-c7d4-4ee4-84ad-acdb8379f8ec,d7be528d-0e2c-4410-ba87-306c4a04fcab,689.8,2023.06.16 05:13,Online
44bc6f22-54ac-4498-9945-6e686f763726,43720d9b-c242-4c83-ae28-9004770a7044,37.6,11-05-2023 16:35,In-Store
eddad204-f1d9-40cd-8f0b-fb8208a9b057,aa7c68aa-2e5b-4255-98b8-2ee5048d40eb,560.8,06-12-2023 19:49,In-Store
a2f211e9-7cfd-4768-b4ec-e86cceee1555,95af9858-5249-4e5f-b409-1fd058f6042f,495.8,2023-11-21 04:36:55,Online
ad2a3f5e-975a-4787-a121-3708d3a618c6,19a5870d-e88b-4825-a322-7c991ee1ffe5,118.0,2023.05.05 10:26,Subscription
69151b26-b344-4992-bd83-251d7f1da8ff,a080556c-bdff-4348-b1a3-23c04474ea48,677.0,2023.10.17 07:47,Subscription
1054711e-c553-459c-b3d2-6329216498c3,af4a4221-b5cc-4fdb-942d-7ae5bb070e8b,461.17,2023-05-28 01:40:52,In-Store
f663a6e1-5d30-4ebe-a844-644e2ea22299,e554e9cf-d413-4fe2-9700-708f083554a8,510.39,04-06-2023 22:37,Online
f00acc90-91cb-48d9-bad0-cf4e0daa35b4,14912fde-c8ed-4182-8043-2fe46903c9b5,926.8,02/11/2024 07:25 PM,Online
7960c49e-6999-4aa4-b701-5d822d51f558,54d72bf0-c461-46ff-b7c1-d371413796a3,892.62,2023.11.07 10:38,Subscription
2e2d88fb-64bb-45c7-a738-d5bb03c2e769,790cbc7f-ccc7-4265-a4f7-cd06be1d66b9,0.69,03/27/2024 05:31 PM,Subscription
d384bae7-9fba-48a2-811d-a754b4708a1c,f95929de-8ca1-4f99-8680-c06287e20eee,491.04,2024-04-09 05:07:18,In-Store
6547e3ac-c3b1-4bf6-b016-e3d9290a06ea,d65782b5-61f1-43a2-a53a-253990c1652a,344.92,01-02-2024 04:22,Online
f2d4ec7d-8d0a-4a0e-b33a-23505f7fc3be,8af36546-8f27-4d5c-a1d3-0672e6f8de3f,653.68,27-12-2023 06:31,In-Store
bbb21540-fad2-4930-b14b-006bf6f1442f,ad7c741e-b0d7-4d03-98c7-2b6bb68d5b6e,314.58,2023-05-14 05:12:26,Subscription
3888c184-8dc7-4c44-b91a-01d09efd3355,c6324f78-6cdc-42a6-b41e-7bb0ce9f1c89,733.2,2024.01.26 11:54,Subscription
7c5ed845-5aad-4c49-ba29-14ace18d546d,f88cb780-8c0d-4c92-93e1-b767e1c43aec,510.11,2023-11-01 05:58:30,In-Store
d5fcf1f7-19d2-4a92-a945-c8afd9a74a63,0015cf11-5342-479c-b54b-a10ec660ad83,656.2,2023.10.16 00:19,In-Store
c784ed3a-ba65-45c8-865d-718d42ba6e80,901b7f88-b4bd-4d40-b7a5-652472027531,214.5,2023.07.09 23:06,In-Store
50d73522-0f32-4503-9bdd-597b2e36d1de,9c530179-a4be-4699-accf-720d6fc0f181,866.4,03/23/2024 12:31 AM,In-Store
9c2fe7ae-a063-499d-9608-54982ffa1c8f,d804e28d-8096-4fdf-bf61-51916815397c,931.8,18-06-2023 15:18,Online
9b3a2447-71fc-4e87-9875-ad949bc8223c,5b794a3a-a201-4fe7-9d5b-80663a843755,854.9,11/21/2023 01:28 AM,In-Store
840c4304-8b3f-4dc2-a995-23edbde2b370,2440cdba-d6e5-43ee-9dc6-cabb879a3bd6,530.5,07/29/2023 10:13 PM,Online
446d55a9-1c42-4527-b6e7-298013eb78f5,c5504fb0-5d61-4f68-9ca3-15da3c92996c,853.36,03-04-2024 14:43,In-Store
f37c21b8-11ad-461b-8367-85cc28340279,139bf215-e5bc-4231-bb6e-e80d0875bb52,50.1,2023-10-24 09:17:41,In-Store
7a2353c7-60f7-4120-bca5-1afaf6b26b4a,b031cf3b-2232-470b-a24a-35e76c6f2960,399.02,07/03/2023 02:18 AM,In-Store
d0210318-7db5-4af2-bf63-50aac6948395,f778f50f-802f-4aa3-b13d-5a492fdc66fe,844.5,2023-06-11 01:50:23,Subscription
89a11fa0-e849-4039-83eb-06d112918d2d,1a0d0209-dcc8-4de0-96df-ffeb573816c7,880.1,2023-05-07 03:02:40,Subscription
c2e6320d-6ef0-42a9-91ee-a017b03c9108,03d82c1e-73b7-4554-af49-74b2b7c1b630,410.89,2024.02.07 01:45,Subscription
ab347919-0336-43a3-9f5a-dcb101833898,5c826493-3d11-4e08-80ee-5865a2f5a234,356.0,2023-10-09 08:50:50,Subscription
5f7d7006-682a-47a9-8f99-3ee74a3ee44b,edcc6b06-0845-4986-966f-90e263b96b3f,869.37,2023-09-17 19:33:11,Subscription
ffa880de-3259-4be8-8f06-524224652b22,f1575a0d-b48e-4dca-b787-d16c66c87587,28.52,2023.12.08 00:27,Online
d71cd89d-2113-4820-8e55-d340c8b82c09,86e56d8b-251b-4296-8c1d-07c5c4469d4c,425.89,01/13/2024 06:04 PM,In-Store
652c223e-4c0c-4c9c-93f4-e3c250764c45,d0f87297-2d29-4d90-acfe-95fb2a94cd88,683.1,02/08/2024 07:51 AM,In-Store
2d54c6b5-eed6-4a83-9241-44264c17bf34,bc6db217-418c-4158-9c08-295cdf01f299,821.1,2023.11.06 18:14,Subscription
476a67bb-16f0-4af9-aab6-02fcdfba492b,3f6122ab-7fc1-4f02-b437-3bc58af8eae9,182.34,24-11-2023 03:58,In-Store
3f5de531-d40f-45f1-8bf0-28e6cd277584,09691e99-4697-4393-922c-25e913f55e63,619.6,09/25/2023 06:25 AM,In-Store
93bdac29-54d3-44d9-9c81-fef445830449,db665089-ad65-488f-aab2-065a7a4fcb65,447.87,17-09-2023 08:01,Online
9f7642e5-bb2a-44bb-a69b-7c17f536ecb2,0ca85de7-d436-4c2b-b95e-c55be5e02095,395.3,03/16/2024 05:49 AM,Subscription
25c50dc4-3285-488e-9690-e83cce5bbe03,1f590e53-3114-4cff-863d-5cc023b3cfc1,644.33,12/22/2023 05:30 PM,Subscription
78a1103d-5add-441f-87aa-69730034a83a,305327f0-0220-46bb-80ed-5f6ddc34e03a,323.6,07-12-2023 11:07,In-Store
35ba8797-8643-4f97-b3ae-a4d3c23f9a86,722c58dc-a1c6-4e50-a1ae-f4d238a65996,968.82,04/28/2024 04:31 PM,Online
a5eb73c5-6a23-42dd-9aa7-b632a7bd1c64,ab5338d3-d6f2-439f-b2e1-122f5246e3ca,460.2,2023.06.06 03:21,Subscription
2a14ad4b-b2ad-4132-a407-feb5ddae435a,d195c9ae-ef81-4a75-b045-a35612ad359d,632.94,2023-05-07 03:30:44,In-Store
8e27813f-b782-4413-ba0a-b3b37d89150c,51002379-98df-43a8-a326-e04c59be2f96,54.5,2023.08.22 23:33,Subscription
26b3f1c3-e921-48eb-8719-d5e645b99887,188b0da3-ac5a-4bf0-9dea-17c5036b8b09,202.9,2023-12-02 04:29:20,In-Store
67d4a34a-57fc-4353-a9b1-0303579fa860,17f93a65-75b8-43c9-b463-06577663197f,529.4,06/27/2023 02:51 AM,In-Store
3c8c3520-5907-4c27-8cd5-a3305ab58dfa,1b34fec6-ceeb-4864-8df4-28be869aaf84,73.3,2023.08.02 19:41,In-Store
a37561f7-a87e-49c1-ab63-11628c72f34f,6e28e831-bb16-4760-8fbe-897174496233,703.77,2024.01.30 10:23,Online
