transaction_id,user_id,amount,timestamp,transaction_type
8b266b46-9ec7-4010-83e4-004b3bef400f,8e045038-beea-469b-8b3a-99cc5518e90d,865.48,2023-06-11 06:12:30,In-Store
98ae73d5-6918-4790-9d63-eedf8ad43a0b,dc36bd29-459f-40c0-8994-03a9eff119f1,416.5,2023.08.30 09:26,Subscription
483b1462-9efe-4e9e-a659-da11640c3201,be004ff7-1ee9-4394-b0ef-6f8b4fc60d96,473.42,11/22/2023 01:09 AM,Online
9954f0e8-487a-4bb8-9596-41d2dbfec7b4,1e5defd2-55ba-495f-ad22-e85ea5d9d345,307.0,05/20/2023 04:46 AM,In-Store
ee42937c-7f14-4782-82b9-dfa0f14773e5,fbc472e3-36c8-4d36-a194-a5789148b673,183.0,2023.11.05 23:21,Subscription
a0b4e7d0-c7d4-4ee4-84ad-acdb8379f8ec,9f3c76ad-cdbd-43b0-81ce-8d3f11fd47bf,689.8,2023.06.16 05:13,Online
44bc6f22-54ac-4498-9945-6e686f763726,798c9470-aa68-4429-8f1b-e564b5057323,37.6,11-05-2023 16:35,In-Store
eddad204-f1d9-40cd-8f0b-fb8208a9b057,73f17b71-c53c-4312-8656-66dca50adf5f,560.8,06-12-2023 19:49,In-Store
a2f211e9-7cfd-4768-b4ec-e86cceee1555,39aae7fe-983d-4e33-8043-e10ec28065f9,495.8,2023-11-21 04:36:55,Online
ad2a3f5e-975a-4787-a121-3708d3a618c6,0275deb4-9e52-4f16-8675-06e566d64710,118.0,2023.05.05 10:26,Subscription
69151b26-b344-4992-bd83-251d7f1da8ff,bd03ff1d-db41-4e2f-8cb4-ab8b25681a8e,677.0,2023.10.17 07:47,Subscription
1054711e-c553-459c-b3d2-6329216498c3,0cc5bf49-d9e5-4087-b158-c383603bbe01,461.17,2023-05-28 01:40:52,In-Store
f663a6e1-5d30-4ebe-a844-644e2ea22299,ef5e20bc-44a3-4604-bef5-269c53dbf859,510.39,04-06-2023 22:37,Online
f00acc90-91cb-48d9-bad0-cf4e0daa35b4,c44a73f3-6277-4f7a-9709-db42de5f607c,926.8,02/11/2024 07:25 PM,Online
7960c49e-6999-4aa4-b701-5d822d51f558,6ff75c49-6942-4476-9bfe-c56dce1b9471,892.62,2023.11.07 10:38,Subscription
2e2d88fb-64bb-45c7-a738-d5bb03c2e769,da2c2981-f9ac-4d6e-ba8f-2672f61b03ee,0.69,03/27/2024 05:31 PM,Subscription
d384bae7-9fba-48a2-811d-a754b4708a1c,4adb31d3-0825-49c7-bc9e-321f490ce19c,491.04,2024-04-09 05:07:18,In-Store
6547e3ac-c3b1-4bf6-b016-e3d9290a06ea,b0603c79-1503-469d-907f-bf529ff89fa4,344.92,01-02-2024 04:22,Online
f2d4ec7d-8d0a-4a0e-b33a-23505f7fc3be,570fa973-2be4-4eee-96b0-0373a1049502,653.68,27-12-2023 06:31,In-Store
bbb21540-fad2-4930-b14b-006bf6f1442f,de6e9b68-d418-41a1-841c-5c419b0ca3e4,314.58,2023-05-14 05:12:26,Subscription
3888c184-8dc7-4c44-b91a-01d09efd3355,c602a092-4f6e-4d71-9de4-fa636400a841,733.2,2024.01.26 11:54,Subscription
7c5ed845-5aad-4c49-ba29-14ace18d546d,86e55ef7-36cb-43e3-b555-204962d2ce30,510.11,2023-11-01 05:58:30,In-Store
d5fcf1f7-19d2-4a92-a945-c8afd9a74a63,5d0e8898-a93c-4d9a-8458-c58d1f78e404,656.2,2023.10.16 00:19,In-Store
c784ed3a-ba65-45c8-865d-718d42ba6e80,628dd2cf-ec14-435e-8135-c8183b7c8a6c,214.5,2023.07.09 23:06,In-Store
50d73522-0f32-4503-9bdd-597b2e36d1de,ef417a64-4513-4428-ad6e-d6bf8488e929,866.4,03/23/2024 12:31 AM,In-Store
9c2fe7ae-a063-499d-9608-54982ffa1c8f,515e258e-8fe9-41b6-b359-81edc481266b,931.8,18-06-2023 15:18,Online
9b3a2447-71fc-4e87-9875-ad949bc8223c,3fd1713f-f962-4f61-bd96-db3f2336bc9a,854.9,11/21/2023 01:28 AM,In-Store
840c4304-8b3f-4dc2-a995-23edbde2b370,6106f01f-4774-4d35-afd5-2feb14dbe9ec,530.5,07/29/2023 10:13 PM,Online
446d55a9-1c42-4527-b6e7-298013eb78f5,ba91941c-a2a6-48bf-bf2e-91d8de3d4c7c,853.36,03-04-2024 14:43,In-Store
f37c21b8-11ad-461b-8367-85cc28340279,d7bb8008-ea81-4c7b-bfa2-c24e2d40e65f,50.1,2023-10-24 09:17:41,In-Store
7a2353c7-60f7-4120-bca5-1afaf6b26b4a,7da490a4-87e5-4cd2-ab99-445cefed6c08,399.02,07/03/2023 02:18 AM,In-Store
d0210318-7db5-4af2-bf63-50aac6948395,d81226c1-ec7e-4ba3-b445-37e2c1115acd,844.5,2023-06-11 01:50:23,Subscription
89a11fa0-e849-4039-83eb-06d112918d2d,1c12969b-64a5-443c-95e5-2872c6b69fa8,880.1,2023-05-07 03:02:40,Subscription
c2e6320d-6ef0-42a9-91ee-a017b03c9108,3c1a6386-9d77-46e3-bccf-7d30b76d4ef9,410.89,2024.02.07 01:45,Subscription
ab347919-0336-43a3-9f5a-dcb101833898,d4d44274-542c-4702-95bd-197cbeb07e60,356.0,2023-10-09 08:50:50,Subscription
5f7d7006-682a-47a9-8f99-3ee74a3ee44b,652a85a0-5f4d-4fe0-95f7-481067e8af9d,869.37,2023-09-17 19:33:11,Subscription
ffa880de-3259-4be8-8f06-524224652b22,7e4a688f-f2ad-4778-9ad5-c1f166f51be5,28.52,2023.12.08 00:27,Online
d71cd89d-2113-4820-8e55-d340c8b82c09,ebac3800-a634-4009-8759-b27f51cf5473,425.89,01/13/2024 06:04 PM,In-Store
652c223e-4c0c-4c9c-93f4-e3c250764c45,056ec95b-6c2e-4f0e-803e-72abe8a55d27,683.1,02/08/2024 07:51 AM,In-Store
2d54c6b5-eed6-4a83-9241-44264c17bf34,95b3faeb-f60b-469a-9523-9b3e1a0845e5,821.1,2023.11.06 18:14,Subscription
476a67bb-16f0-4af9-aab6-02fcdfba492b,9dda6a11-754f-4290-8ec1-752dd22eedc1,182.34,24-11-2023 03:58,In-Store
3f5de531-d40f-45f1-8bf0-28e6cd277584,3cd309ff-385e-4260-8020-df2d8a42eba8,619.6,09/25/2023 06:25 AM,In-Store
93bdac29-54d3-44d9-9c81-fef445830449,4865c724-caef-4b93-ac0c-e30f358b63f1,447.87,17-09-2023 08:01,Online
9f7642e5-bb2a-44bb-a69b-7c17f536ecb2,6a84a49a-9dd3-4663-804e-624c4f3d4924,395.3,03/16/2024 05:49 AM,Subscription
25c50dc4-3285-488e-9690-e83cce5bbe03,83228265-c74c-4f70-b3a3-f545bb0121ae,644.33,12/22/2023 05:30 PM,Subscription
78a1103d-5add-441f-87aa-69730034a83a,3d459a90-1ecf-4d8b-a6aa-0d39664fb37e,323.6,07-12-2023 11:07,In-Store
35ba8797-8643-4f97-b3ae-a4d3c23f9a86,351f00d8-e6b1-4a64-a9a1-59f2c00e2367,968.82,04/28/2024 04:31 PM,Online
a5eb73c5-6a23-42dd-9aa7-b632a7bd1c64,f95c8a88-110d-4b09-90cf-518721ebe003,460.2,2023.06.06 03:21,Subscription
2a14ad4b-b2ad-4132-a407-feb5ddae435a,d1edf49b-8b36-43f8-922c-0f5a0233c32e,632.94,2023-05-07 03:30:44,In-Store
8e27813f-b782-4413-ba0a-b3b37d89150c,3d9426b9-aa3c-48fc-b628-61f249b9c8a3,54.5,2023.08.22 23:33,Subscription
26b3f1c3-e921-48eb-8719-d5e645b99887,ad81eab5-092f-4e6b-bb40-f548874fa150,202.9,2023-12-02 04:29:20,In-Store
67d4a34a-57fc-4353-a9b1-0303579fa860,3bd8260e-7839-4de3-8b39-2fa44295d919,529.4,06/27/2023 02:51 AM,In-Store
3c8c3520-5907-4c27-8cd5-a3305ab58dfa,509e25e9-6fc6-4673-97e3-07c43ad24fb9,73.3,2023.08.02 19:41,In-Store
a37561f7-a87e-49c1-ab63-11628c72f34f,d44b0f27-b1ed-4735-86b5-17640e19f6e2,703.77,2024.01.30 10:23,Online
6c9de40c-b131-4018-af0f-0f98be17f65c,aa7cfec0-09a8-4bf2-a372-3e9687231afd,887.52,19-11-2023 16:24,In-Store
3053867f-3589-4396-9ce0-1a2e8200a264,2c056535-cbdd-45ae-9e17-8c7d9b5895bb,372.4,24-07-2023 11:57,Online
224d3fa4-03aa-4e63-aea1-40c9c7620280,b568c104-4132-4bc3-a60a-5926beddf127,188.0,05/25/2023 04:37 PM,Online
d5757589-9448-40c4-9c24-5e24ea4133c9,d8ae2299-2ae6-4de1-a43a-fea5d196c9e4,893.6,2023.09.06 20:54,Online
28d6e085-0805-45a5-9bf1-21006f61103a,f836e917-e38b-4e36-8c96-69c6fd96af23,370.4,15-02-2024 19:44,Online
615ba06d-04a1-4ff6-aff4-6f0bc40d56ab,f0c639fc-c05a-4e36-aa35-0f8cca4758ab,161.9,2024.01.12 04:28,Subscription
9877434a-beef-4386-b802-662f2b06a2c0,9fa804b4-8f26-4e0d-ac9e-ad8414708c23,114.9,05/03/2024 07:28 AM,Online
b358c989-21b2-4d61-8f8a-751c00359e43,0347feb6-a777-47a1-aa94-599a847f2b34,641.6,24-09-2023 01:55,In-Store
7ba813a2-f1ec-454a-b46a-96174699ffde,9dfdac33-95e4-4025-b647-c2d1ed0fc72d,900.11,2023.12.02 18:27,Subscription
7eec9463-4ea3-4323-b274-dc17e6098511,284cfdeb-f430-4155-9410-0fc1f4122534,972.6,2023.05.25 01:17,Online
e812eaa8-f7d6-4c34-8c49-26b812609d1a,24989223-8b6e-45bd-8d10-1296b1918a37,930.1,18-08-2023 01:34,Online
84feac17-3050-44fb-9f59-f29a3e3fd47e,83bee2ae-d06f-4105-b0c9-437e9e0a76ea,48.6,06/17/2023 01:55 PM,Subscription
c7f29841-c0e1-4497-b56d-4a6c41a76637,09ad838e-0d08-4c0b-80ee-18b2ca8ff19a,811.9,2023-09-05 23:03:13,Online
4940c8d5-c42f-4f31-9069-b747fa497d8e,7d723e09-6026-4b7f-8edd-c77d0e109504,488.17,2023-05-30 19:35:07,In-Store
8313334c-5479-4b52-8d2b-212ed19bfabc,cb399d62-4e36-4104-83c6-b0d3230fb4de,403.4,04/19/2024 11:53 AM,In-Store
1945a229-77c1-415e-8406-97dc038af665,e0eb7ecb-4a4d-4629-b2dc-3a5c5a00fa05,772.14,2024.01.26 11:33,In-Store
861e0b78-e217-4aa3-bd49-896e1e369a85,950feb75-e370-415b-90c8-12ce133d1413,180.8,2023.10.11 17:15,Online
3201433c-ba62-4daf-899e-d544852aee2e,5d8c88d3-b30e-4eb4-835e-0dda3862e7b5,212.8,2023-11-11 02:00:04,Subscription
86633d0c-ac2a-4977-97cc-446c72d2a41d,1c8da708-eb33-4e2b-b4f8-6d6287837107,30.17,19-08-2023 20:45,Subscription
2740d295-ccc0-4684-8bdc-e19699c9fc21,a80c3ba8-c78a-46bf-aa24-8d3296e17c95,480.3,12-09-2023 20:13,In-Store
8b6f910f-08a2-4987-b3cb-5c4261258563,322e3922-75f9-472e-ae2f-ae04c818d565,463.71,12-04-2024 03:53,Online
4f24a5f9-0783-44b1-8241-a933948bd364,657fe8fe-20a0-48ba-a79a-89f77a8dad63,172.9,2024.03.09 22:12,In-Store
2d12292c-661b-48b2-b83d-7605dd0ad48c,5bc43dbf-2341-4de2-9406-ef61f02db171,150.8,2023-09-28 22:42:59,Online
6e2e4a1b-ac19-4f7f-b848-decb6db69da8,b5dd8f7c-e2b6-4d73-b585-565ce58a4ac8,162.27,10-07-2023 06:41,Online
42853531-65ae-4c2e-82ac-463d9529c356,b67ed96f-e794-41d2-b333-f7b7258dde87,123.3,2024.03.07 13:18,Subscription
336faedf-0657-422c-9fd9-5fed77949acc,341a7124-48e6-4db5-b597-15f61934c1aa,855.3,08/30/2023 02:21 AM,Subscription
be981ebd-f785-49d5-ac88-a4582398207c,e46e898f-7ad9-4df0-80c9-8bf11b2f73f5,260.6,17-10-2023 14:00,Subscription
71dc8396-6164-4df2-b177-c704a6abfee4,f02fff7c-4c2d-4564-bce4-e81b5a31e51f,27.5,04-04-2024 01:05,Online
6008698e-eea9-4135-9f08-4c306279b612,663852e8-41e7-423c-99d0-0f71290133e2,157.4,13-05-2023 13:10,In-Store
cc3333e7-6878-4b9a-b291-5970ed6b2e26,2debd684-e57d-4dee-b94a-6c034acc65b2,655.97,19-03-2024 20:56,In-Store
5ecee25f-58a1-4e18-b847-afc95927e704,38e129f9-d177-4d37-a484-5b7334b4110c,345.97,12/11/2023 03:01 AM,Online
15affb24-f2fd-4cf7-9317-e33ef5722352,b1ed720d-7e27-45be-bfc0-7b62745ab3c7,875.68,10/01/2023 05:25 AM,Subscription
2c384775-73ed-463f-a510-4874f07f1ba3,d932b508-e9f6-41de-97e0-111f210a58f1,822.5,01-06-2023 01:47,Subscription
a5696df9-6682-45f6-b01c-2ced4dad7b68,4e40f39a-76ad-45a9-b83e-ec29d39e37fd,354.2,02-10-2023 03:40,In-Store
f75a3c11-e3cb-4bbd-afac-0b58875ca4a1,c6953281-8804-468b-9a3f-f35297a68f33,412.05,25-05-2023 03:50,Subscription
b6d63702-4802-45ff-b749-1e5878f4d3c3,c9d5d7c2-9774-4336-8593-9393e3f05b1e,556.74,10/12/2023 08:55 AM,Online
da9b853e-d368-4a68-ab21-833973b62bfb,5a0f93bf-acfc-4de5-90b6-c38edbc755d5,834.95,2024.01.17 16:08,Subscription
43bca8f9-54e5-4ed8-8d47-313fa8cc889e,14822cf3-227e-4dce-b1b0-ac4964f3b3be,640.61,05/04/2023 11:57 PM,In-Store
e283f664-60ed-4fb2-9fd8-113ceb353d8b,9a0497db-c505-452a-a2d6-0d861bfaae0d,357.9,2024.04.13 12:19,Subscription
db119fd0-5a5e-4406-b916-1b0a29f83654,3e7021d4-407f-4c65-988b-fd4485f82fc1,82.2,2023-05-24 08:27:03,Subscription
ff098bcc-5504-4640-8471-a48e41562e14,5b7003ed-c612-41a2-8feb-963fd70a8471,51.9,11/25/2023 02:36 PM,In-Store
b93e1be4-676f-4cab-82c2-e8e244e6a143,4c1a8b02-c66d-4415-a62e-cc8179dd2cd5,966.2,04/15/2024 07:47 AM,Online
727f2614-b949-4d17-8891-8546edc14b6b,95169edf-d834-4bf1-b5c8-ccedbd1f8371,59.4,12/08/2023 11:28 PM,In-Store
d0817c9a-bc5a-40dd-9d72-6413c6e4d81a,92bd7780-1a70-4445-99ce-644cb12a7b94,894.1,06/19/2023 12:55 AM,In-Store
8ec4e160-ba05-47ac-b8c8-05829328f783,029db9b6-27c9-40ea-8329-b6627ac0ba4c,594.94,2023-05-11 00:06:34,Subscription
06ace270-3fcc-48e2-b47e-c1af19ad2d4f,f8d16316-5731-4b24-b1b4-dbfa54cd9755,5.93,13-09-2023 02:39,Online
628ec7e3-cb26-4820-a8e7-b3182b86f6d3,43aac9f9-648b-4fdf-9d4a-be6c6989e555,808.2,2023-05-27 23:23:02,In-Store
8e2ac4ee-2373-4fa6-b699-0499a6a9f7e7,b971d84b-9730-44fa-b32d-9c9ecc8918fe,575.3,14-02-2024 12:34,Subscription
0320b441-b52f-42ff-8f3b-a4156f62dd30,19ba0285-6d1d-4b34-ae2f-cd8621ae376e,385.4,2024.02.11 00:25,Subscription
67638ef6-21db-4585-b2d0-e0327617dd54,68ad1fb0-54a0-4c2b-866f-6b43b99d3073,601.89,2023.08.29 22:20,In-Store
d0fb098f-cb66-49c1-8a9a-dd6ee9620aab,d4711229-eaae-4853-acfb-9459705af8da,20.08,2023-11-09 23:14:58,Subscription
de7ba871-59bf-494b-9960-2d674974aa6a,b2eaf7da-c542-45cf-ac33-7a557a5ce9ef,584.5,03/14/2024 09:42 AM,Subscription
7374bf9a-bb28-4416-b919-76c2f8c53fe1,7b06a06c-d86c-4be0-bc63-ded99b861b0a,854.2,09/03/2023 04:15 AM,Online
8dfa9463-569c-4dd1-96ce-736a300ee354,504a4d02-06cb-4bd5-8c86-307abf8061ec,254.3,2024.01.22 09:23,Subscription
ed805c08-1a3c-4222-85a1-9393f8aa63fa,3e02b5bc-b486-4c9e-9d10-73378c1bb30b,27.4,2023-11-24 12:03:15,Online
a8b1923d-ce99-4dc5-8ffe-f38dd62e172f,0117661c-8f3e-4bde-a277-34672ed7ecc3,534.7,2024.04.03 10:45,Online
2ee3c5be-d4d2-4fb1-bdeb-723a5a61fcc2,7eccc3d3-a734-40ff-8751-e59f4e10bf30,435.14,04/12/2024 10:30 PM,Subscription
9dea0f5c-499a-4990-a392-d97e3968bd26,c1741e32-e5e2-4e23-8e40-81ddf7852be3,889.0,2023-09-18 02:35:40,Subscription
ad77e5f0-2a8e-4967-905c-cc77bb2e44d3,4a849cb8-0dbc-4659-853f-debdf557e838,441.82,2024-01-05 22:12:51,Online
6ba85786-90ec-42c7-a25a-03c3ea87cf79,b0e05450-420b-4783-b75c-0c5e87506da3,833.28,2023.11.29 07:44,Online
4fe79b80-f9c0-4605-97d7-d9776252456b,3ee6c8a7-74f9-4f4f-a6f8-1c129acf6351,36.23,15-07-2023 18:44,In-Store
86b8145b-d321-4311-827d-a3fc33b7e9dd,1c323cda-e87e-47b3-ac8b-b73051888ce0,120.04,23-08-2023 07:41,Online
